"","Year","Species","ESU","releases","biomass","source","index"
"1497",2001,"Chinook","Upper Columbia River Summer and Fall Run Chinook",14711048,254945093.19,"RMIS_10.29.24_https://www.rmpc.org/","2001 Chinook Upper Columbia River Summer and Fall Run Chinook"
"1498",2002,"Chinook","Upper Columbia River Summer and Fall Run Chinook",18628122,NA,"RMIS_10.29.24_https://www.rmpc.org/","2002 Chinook Upper Columbia River Summer and Fall Run Chinook"
"1499",2003,"Chinook","Upper Columbia River Summer and Fall Run Chinook",15177927,NA,"RMIS_10.29.24_https://www.rmpc.org/","2003 Chinook Upper Columbia River Summer and Fall Run Chinook"
"1500",2004,"Chinook","Upper Columbia River Summer and Fall Run Chinook",8025313,NA,"RMIS_10.29.24_https://www.rmpc.org/","2004 Chinook Upper Columbia River Summer and Fall Run Chinook"
"1501",2005,"Chinook","Upper Columbia River Summer and Fall Run Chinook",8326892,NA,"RMIS_10.29.24_https://www.rmpc.org/","2005 Chinook Upper Columbia River Summer and Fall Run Chinook"
"1502",2006,"Chinook","Upper Columbia River Summer and Fall Run Chinook",7882237,NA,"RMIS_10.29.24_https://www.rmpc.org/","2006 Chinook Upper Columbia River Summer and Fall Run Chinook"
"1503",2007,"Chinook","Upper Columbia River Summer and Fall Run Chinook",7399929,NA,"RMIS_10.29.24_https://www.rmpc.org/","2007 Chinook Upper Columbia River Summer and Fall Run Chinook"
"1504",2008,"Chinook","Upper Columbia River Summer and Fall Run Chinook",11973844,NA,"RMIS_10.29.24_https://www.rmpc.org/","2008 Chinook Upper Columbia River Summer and Fall Run Chinook"
"1505",2009,"Chinook","Upper Columbia River Summer and Fall Run Chinook",19481576,NA,"RMIS_10.29.24_https://www.rmpc.org/","2009 Chinook Upper Columbia River Summer and Fall Run Chinook"
"1506",2010,"Chinook","Upper Columbia River Summer and Fall Run Chinook",20596084,NA,"RMIS_10.29.24_https://www.rmpc.org/","2010 Chinook Upper Columbia River Summer and Fall Run Chinook"
"1507",2011,"Chinook","Upper Columbia River Summer and Fall Run Chinook",18311074,NA,"RMIS_10.29.24_https://www.rmpc.org/","2011 Chinook Upper Columbia River Summer and Fall Run Chinook"
"1508",2012,"Chinook","Upper Columbia River Summer and Fall Run Chinook",18481236,NA,"RMIS_10.29.24_https://www.rmpc.org/","2012 Chinook Upper Columbia River Summer and Fall Run Chinook"
"1509",2013,"Chinook","Upper Columbia River Summer and Fall Run Chinook",18363892,NA,"RMIS_10.29.24_https://www.rmpc.org/","2013 Chinook Upper Columbia River Summer and Fall Run Chinook"
"1510",2014,"Chinook","Upper Columbia River Summer and Fall Run Chinook",17884794,NA,"RMIS_10.29.24_https://www.rmpc.org/","2014 Chinook Upper Columbia River Summer and Fall Run Chinook"
"1511",2015,"Chinook","Upper Columbia River Summer and Fall Run Chinook",19554493,NA,"RMIS_10.29.24_https://www.rmpc.org/","2015 Chinook Upper Columbia River Summer and Fall Run Chinook"
"1512",2016,"Chinook","Upper Columbia River Summer and Fall Run Chinook",18765007,NA,"RMIS_10.29.24_https://www.rmpc.org/","2016 Chinook Upper Columbia River Summer and Fall Run Chinook"
"1513",2017,"Chinook","Upper Columbia River Summer and Fall Run Chinook",18497831,NA,"RMIS_10.29.24_https://www.rmpc.org/","2017 Chinook Upper Columbia River Summer and Fall Run Chinook"
"1514",2018,"Chinook","Upper Columbia River Summer and Fall Run Chinook",18646244,NA,"RMIS_10.29.24_https://www.rmpc.org/","2018 Chinook Upper Columbia River Summer and Fall Run Chinook"
"1515",2019,"Chinook","Upper Columbia River Summer and Fall Run Chinook",18681798,NA,"RMIS_10.29.24_https://www.rmpc.org/","2019 Chinook Upper Columbia River Summer and Fall Run Chinook"
"1516",2020,"Chinook","Upper Columbia River Summer and Fall Run Chinook",17103693,252853221.49,"RMIS_10.29.24_https://www.rmpc.org/","2020 Chinook Upper Columbia River Summer and Fall Run Chinook"
"1517",2021,"Chinook","Upper Columbia River Summer and Fall Run Chinook",20750825,NA,"RMIS_10.29.24_https://www.rmpc.org/","2021 Chinook Upper Columbia River Summer and Fall Run Chinook"
"1518",2022,"Chinook","Upper Columbia River Summer and Fall Run Chinook",19185987,292337194.07,"RMIS_10.29.24_https://www.rmpc.org/","2022 Chinook Upper Columbia River Summer and Fall Run Chinook"
"1519",2023,"Chinook","Upper Columbia River Summer and Fall Run Chinook",18341237,NA,"RMIS_10.29.24_https://www.rmpc.org/","2023 Chinook Upper Columbia River Summer and Fall Run Chinook"
"1520",1990,"Chinook","Upper Willamette River Chinook Salmon ESU",13486559,287447343.78,"RMIS_10.29.24_https://www.rmpc.org/","1990 Chinook Upper Willamette River Chinook Salmon ESU"
"1521",1991,"Chinook","Upper Willamette River Chinook Salmon ESU",17517950,301739811.45,"RMIS_10.29.24_https://www.rmpc.org/","1991 Chinook Upper Willamette River Chinook Salmon ESU"
"1522",1992,"Chinook","Upper Willamette River Chinook Salmon ESU",16920088,NA,"RMIS_10.29.24_https://www.rmpc.org/","1992 Chinook Upper Willamette River Chinook Salmon ESU"
"1523",1993,"Chinook","Upper Willamette River Chinook Salmon ESU",12990939,279909201.9,"RMIS_10.29.24_https://www.rmpc.org/","1993 Chinook Upper Willamette River Chinook Salmon ESU"
"1524",1994,"Chinook","Upper Willamette River Chinook Salmon ESU",15437776,277318613.24,"RMIS_10.29.24_https://www.rmpc.org/","1994 Chinook Upper Willamette River Chinook Salmon ESU"
"1525",1995,"Chinook","Upper Willamette River Chinook Salmon ESU",17281504,NA,"RMIS_10.29.24_https://www.rmpc.org/","1995 Chinook Upper Willamette River Chinook Salmon ESU"
"1526",1996,"Chinook","Upper Willamette River Chinook Salmon ESU",6913474,259131627.96,"RMIS_10.29.24_https://www.rmpc.org/","1996 Chinook Upper Willamette River Chinook Salmon ESU"
"1527",1997,"Chinook","Upper Willamette River Chinook Salmon ESU",7370562,275358061.87,"RMIS_10.29.24_https://www.rmpc.org/","1997 Chinook Upper Willamette River Chinook Salmon ESU"
"1528",1998,"Chinook","Upper Willamette River Chinook Salmon ESU",5909076,243060310.22,"RMIS_10.29.24_https://www.rmpc.org/","1998 Chinook Upper Willamette River Chinook Salmon ESU"
"1529",1999,"Chinook","Upper Willamette River Chinook Salmon ESU",6217005,292865890.49,"RMIS_10.29.24_https://www.rmpc.org/","1999 Chinook Upper Willamette River Chinook Salmon ESU"
"1530",2000,"Chinook","Upper Willamette River Chinook Salmon ESU",5231059,244451767.99,"RMIS_10.29.24_https://www.rmpc.org/","2000 Chinook Upper Willamette River Chinook Salmon ESU"
"1531",2001,"Chinook","Upper Willamette River Chinook Salmon ESU",5942673,265034233.11,"RMIS_10.29.24_https://www.rmpc.org/","2001 Chinook Upper Willamette River Chinook Salmon ESU"
"1532",2002,"Chinook","Upper Willamette River Chinook Salmon ESU",5960971,269236641.78,"RMIS_10.29.24_https://www.rmpc.org/","2002 Chinook Upper Willamette River Chinook Salmon ESU"
"1533",2003,"Chinook","Upper Willamette River Chinook Salmon ESU",5686602,258485606.69,"RMIS_10.29.24_https://www.rmpc.org/","2003 Chinook Upper Willamette River Chinook Salmon ESU"
"1534",2004,"Chinook","Upper Willamette River Chinook Salmon ESU",6019461,268239720.13,"RMIS_10.29.24_https://www.rmpc.org/","2004 Chinook Upper Willamette River Chinook Salmon ESU"
"1535",2005,"Chinook","Upper Willamette River Chinook Salmon ESU",5947275,238848382.89,"RMIS_10.29.24_https://www.rmpc.org/","2005 Chinook Upper Willamette River Chinook Salmon ESU"
"1536",2006,"Chinook","Upper Willamette River Chinook Salmon ESU",6105724,262830111.64,"RMIS_10.29.24_https://www.rmpc.org/","2006 Chinook Upper Willamette River Chinook Salmon ESU"
"1537",2007,"Chinook","Upper Willamette River Chinook Salmon ESU",6573095,270401859.67,"RMIS_10.29.24_https://www.rmpc.org/","2007 Chinook Upper Willamette River Chinook Salmon ESU"
"1538",2008,"Chinook","Upper Willamette River Chinook Salmon ESU",6734602,NA,"RMIS_10.29.24_https://www.rmpc.org/","2008 Chinook Upper Willamette River Chinook Salmon ESU"
"1539",2009,"Chinook","Upper Willamette River Chinook Salmon ESU",6510593,253614906.39,"RMIS_10.29.24_https://www.rmpc.org/","2009 Chinook Upper Willamette River Chinook Salmon ESU"
"1540",2010,"Chinook","Upper Willamette River Chinook Salmon ESU",7343451,293369039.17,"RMIS_10.29.24_https://www.rmpc.org/","2010 Chinook Upper Willamette River Chinook Salmon ESU"
"1541",2011,"Chinook","Upper Willamette River Chinook Salmon ESU",6217323,254967166.63,"RMIS_10.29.24_https://www.rmpc.org/","2011 Chinook Upper Willamette River Chinook Salmon ESU"
"1542",2012,"Chinook","Upper Willamette River Chinook Salmon ESU",6427212,250456293.13,"RMIS_10.29.24_https://www.rmpc.org/","2012 Chinook Upper Willamette River Chinook Salmon ESU"
"1543",2013,"Chinook","Upper Willamette River Chinook Salmon ESU",6127976,243738375.52,"RMIS_10.29.24_https://www.rmpc.org/","2013 Chinook Upper Willamette River Chinook Salmon ESU"
"1544",2014,"Chinook","Upper Willamette River Chinook Salmon ESU",5436039,NA,"RMIS_10.29.24_https://www.rmpc.org/","2014 Chinook Upper Willamette River Chinook Salmon ESU"
"1545",2015,"Chinook","Upper Willamette River Chinook Salmon ESU",5160652,239022451.64,"RMIS_10.29.24_https://www.rmpc.org/","2015 Chinook Upper Willamette River Chinook Salmon ESU"
"1546",2016,"Chinook","Upper Willamette River Chinook Salmon ESU",4712700,216460586.05,"RMIS_10.29.24_https://www.rmpc.org/","2016 Chinook Upper Willamette River Chinook Salmon ESU"
"1547",2017,"Chinook","Upper Willamette River Chinook Salmon ESU",4726797,217515081.76,"RMIS_10.29.24_https://www.rmpc.org/","2017 Chinook Upper Willamette River Chinook Salmon ESU"
"1548",2018,"Chinook","Upper Willamette River Chinook Salmon ESU",4559506,203786705,"RMIS_10.29.24_https://www.rmpc.org/","2018 Chinook Upper Willamette River Chinook Salmon ESU"
"1549",2019,"Chinook","Upper Willamette River Chinook Salmon ESU",4463232,207243698.8,"RMIS_10.29.24_https://www.rmpc.org/","2019 Chinook Upper Willamette River Chinook Salmon ESU"
"1550",2020,"Chinook","Upper Willamette River Chinook Salmon ESU",5280497,228977547.76,"RMIS_10.29.24_https://www.rmpc.org/","2020 Chinook Upper Willamette River Chinook Salmon ESU"
"1551",2021,"Chinook","Upper Willamette River Chinook Salmon ESU",4000705,178781402.42,"RMIS_10.29.24_https://www.rmpc.org/","2021 Chinook Upper Willamette River Chinook Salmon ESU"
"1552",2022,"Chinook","Upper Willamette River Chinook Salmon ESU",4507204,190565986.1,"RMIS_10.29.24_https://www.rmpc.org/","2022 Chinook Upper Willamette River Chinook Salmon ESU"
"1553",2023,"Chinook","Upper Willamette River Chinook Salmon ESU",4314538,NA,"RMIS_10.29.24_https://www.rmpc.org/","2023 Chinook Upper Willamette River Chinook Salmon ESU"
"1554",1990,"Chinook","Washington Coast Chinook",20774486,191218035.6,"RMIS_10.29.24_https://www.rmpc.org/","1990 Chinook Washington Coast Chinook"
"1555",1991,"Chinook","Washington Coast Chinook",15366526,171752432.85,"RMIS_10.29.24_https://www.rmpc.org/","1991 Chinook Washington Coast Chinook"
"1556",1992,"Chinook","Washington Coast Chinook",17965368,170267981,"RMIS_10.29.24_https://www.rmpc.org/","1992 Chinook Washington Coast Chinook"
"1557",1993,"Chinook","Washington Coast Chinook",20557176,194392721.15,"RMIS_10.29.24_https://www.rmpc.org/","1993 Chinook Washington Coast Chinook"
"1558",1994,"Chinook","Washington Coast Chinook",20226641,194337091.98,"RMIS_10.29.24_https://www.rmpc.org/","1994 Chinook Washington Coast Chinook"
"1559",1995,"Chinook","Washington Coast Chinook",16833321,153091879.35,"RMIS_10.29.24_https://www.rmpc.org/","1995 Chinook Washington Coast Chinook"
"1560",1996,"Chinook","Washington Coast Chinook",15782763,143972449.33,"RMIS_10.29.24_https://www.rmpc.org/","1996 Chinook Washington Coast Chinook"
"1561",1997,"Chinook","Washington Coast Chinook",16794540,124151027.64,"RMIS_10.29.24_https://www.rmpc.org/","1997 Chinook Washington Coast Chinook"
"1562",1998,"Chinook","Washington Coast Chinook",17582056,152506739.18,"RMIS_10.29.24_https://www.rmpc.org/","1998 Chinook Washington Coast Chinook"
"1563",1999,"Chinook","Washington Coast Chinook",11131735,NA,"RMIS_10.29.24_https://www.rmpc.org/","1999 Chinook Washington Coast Chinook"
"1564",2000,"Chinook","Washington Coast Chinook",8671545,NA,"RMIS_10.29.24_https://www.rmpc.org/","2000 Chinook Washington Coast Chinook"
"1565",2001,"Chinook","Washington Coast Chinook",11597887,NA,"RMIS_10.29.24_https://www.rmpc.org/","2001 Chinook Washington Coast Chinook"
"1566",2002,"Chinook","Washington Coast Chinook",12931513,114469263.56,"RMIS_10.29.24_https://www.rmpc.org/","2002 Chinook Washington Coast Chinook"
"1567",2003,"Chinook","Washington Coast Chinook",12397510,126050218.15,"RMIS_10.29.24_https://www.rmpc.org/","2003 Chinook Washington Coast Chinook"
"1568",2004,"Chinook","Washington Coast Chinook",11723640,100772917.13,"RMIS_10.29.24_https://www.rmpc.org/","2004 Chinook Washington Coast Chinook"
"1569",2005,"Chinook","Washington Coast Chinook",13731471,102718322.92,"RMIS_10.29.24_https://www.rmpc.org/","2005 Chinook Washington Coast Chinook"
"1570",2006,"Chinook","Washington Coast Chinook",12142166,94975827.97,"RMIS_10.29.24_https://www.rmpc.org/","2006 Chinook Washington Coast Chinook"
"1571",2007,"Chinook","Washington Coast Chinook",13180547,101840590.85,"RMIS_10.29.24_https://www.rmpc.org/","2007 Chinook Washington Coast Chinook"
"1572",2008,"Chinook","Washington Coast Chinook",10373915,80188264.79,"RMIS_10.29.24_https://www.rmpc.org/","2008 Chinook Washington Coast Chinook"
"1573",2009,"Chinook","Washington Coast Chinook",10426192,85950343.14,"RMIS_10.29.24_https://www.rmpc.org/","2009 Chinook Washington Coast Chinook"
"1574",2010,"Chinook","Washington Coast Chinook",9381239,86271682.93,"RMIS_10.29.24_https://www.rmpc.org/","2010 Chinook Washington Coast Chinook"
"1575",2011,"Chinook","Washington Coast Chinook",11438937,99755927.29,"RMIS_10.29.24_https://www.rmpc.org/","2011 Chinook Washington Coast Chinook"
"1576",2012,"Chinook","Washington Coast Chinook",11761807,106846371.25,"RMIS_10.29.24_https://www.rmpc.org/","2012 Chinook Washington Coast Chinook"
"1577",2013,"Chinook","Washington Coast Chinook",10336954,87270460.52,"RMIS_10.29.24_https://www.rmpc.org/","2013 Chinook Washington Coast Chinook"
"1578",2014,"Chinook","Washington Coast Chinook",11772933,96046968.33,"RMIS_10.29.24_https://www.rmpc.org/","2014 Chinook Washington Coast Chinook"
"1579",2015,"Chinook","Washington Coast Chinook",11738136,103645525.86,"RMIS_10.29.24_https://www.rmpc.org/","2015 Chinook Washington Coast Chinook"
"1580",2016,"Chinook","Washington Coast Chinook",9284449,83719977.11,"RMIS_10.29.24_https://www.rmpc.org/","2016 Chinook Washington Coast Chinook"
"1581",2017,"Chinook","Washington Coast Chinook",10421781,85549065.03,"RMIS_10.29.24_https://www.rmpc.org/","2017 Chinook Washington Coast Chinook"
"1582",2018,"Chinook","Washington Coast Chinook",10103446,88578061.51,"RMIS_10.29.24_https://www.rmpc.org/","2018 Chinook Washington Coast Chinook"
"1583",2019,"Chinook","Washington Coast Chinook",11476874,89603053.88,"RMIS_10.29.24_https://www.rmpc.org/","2019 Chinook Washington Coast Chinook"
"1584",2020,"Chinook","Washington Coast Chinook",9043293,74895599.24,"RMIS_10.29.24_https://www.rmpc.org/","2020 Chinook Washington Coast Chinook"
"1585",2021,"Chinook","Washington Coast Chinook",12999766,NA,"RMIS_10.29.24_https://www.rmpc.org/","2021 Chinook Washington Coast Chinook"
"1586",2022,"Chinook","Washington Coast Chinook",13638581,110228286.4,"RMIS_10.29.24_https://www.rmpc.org/","2022 Chinook Washington Coast Chinook"
"1587",2023,"Chinook","Washington Coast Chinook",10841361,93702168.86,"RMIS_10.29.24_https://www.rmpc.org/","2023 Chinook Washington Coast Chinook"
"1588",1990,"Coho","Washington Coast Coho",22344783,NA,"RMIS_10.29.24_https://www.rmpc.org/","1990 Coho Washington Coast Coho"
"1589",1991,"Coho","Washington Coast Coho",18329164,NA,"RMIS_10.29.24_https://www.rmpc.org/","1991 Coho Washington Coast Coho"
"1590",1992,"Coho","Washington Coast Coho",16527352,NA,"RMIS_10.29.24_https://www.rmpc.org/","1992 Coho Washington Coast Coho"
"1591",1993,"Coho","Washington Coast Coho",10101839,NA,"RMIS_10.29.24_https://www.rmpc.org/","1993 Coho Washington Coast Coho"
"1592",1994,"Coho","Washington Coast Coho",11554301,NA,"RMIS_10.29.24_https://www.rmpc.org/","1994 Coho Washington Coast Coho"
"1593",1995,"Coho","Washington Coast Coho",10564460,NA,"RMIS_10.29.24_https://www.rmpc.org/","1995 Coho Washington Coast Coho"
"1594",1996,"Coho","Washington Coast Coho",10341501,NA,"RMIS_10.29.24_https://www.rmpc.org/","1996 Coho Washington Coast Coho"
"1595",1997,"Coho","Washington Coast Coho",9088881,NA,"RMIS_10.29.24_https://www.rmpc.org/","1997 Coho Washington Coast Coho"
"1596",1998,"Coho","Washington Coast Coho",7559005,NA,"RMIS_10.29.24_https://www.rmpc.org/","1998 Coho Washington Coast Coho"
"1597",1999,"Coho","Washington Coast Coho",10117987,NA,"RMIS_10.29.24_https://www.rmpc.org/","1999 Coho Washington Coast Coho"
"1598",2000,"Coho","Washington Coast Coho",7172697,NA,"RMIS_10.29.24_https://www.rmpc.org/","2000 Coho Washington Coast Coho"
"1599",2001,"Coho","Washington Coast Coho",7765141,NA,"RMIS_10.29.24_https://www.rmpc.org/","2001 Coho Washington Coast Coho"
"1600",2002,"Coho","Washington Coast Coho",9046509,NA,"RMIS_10.29.24_https://www.rmpc.org/","2002 Coho Washington Coast Coho"
"1601",2003,"Coho","Washington Coast Coho",6954193,NA,"RMIS_10.29.24_https://www.rmpc.org/","2003 Coho Washington Coast Coho"
"1602",2004,"Coho","Washington Coast Coho",8220290,NA,"RMIS_10.29.24_https://www.rmpc.org/","2004 Coho Washington Coast Coho"
"1603",2005,"Coho","Washington Coast Coho",7430870,NA,"RMIS_10.29.24_https://www.rmpc.org/","2005 Coho Washington Coast Coho"
"1604",2006,"Coho","Washington Coast Coho",7255294,NA,"RMIS_10.29.24_https://www.rmpc.org/","2006 Coho Washington Coast Coho"
"1605",2007,"Coho","Washington Coast Coho",7783115,NA,"RMIS_10.29.24_https://www.rmpc.org/","2007 Coho Washington Coast Coho"
"1606",2008,"Coho","Washington Coast Coho",8226939,NA,"RMIS_10.29.24_https://www.rmpc.org/","2008 Coho Washington Coast Coho"
"1607",2009,"Coho","Washington Coast Coho",7272058,NA,"RMIS_10.29.24_https://www.rmpc.org/","2009 Coho Washington Coast Coho"
"1608",2010,"Coho","Washington Coast Coho",5800224,NA,"RMIS_10.29.24_https://www.rmpc.org/","2010 Coho Washington Coast Coho"
"1609",2011,"Coho","Washington Coast Coho",6147636,NA,"RMIS_10.29.24_https://www.rmpc.org/","2011 Coho Washington Coast Coho"
"1610",2012,"Coho","Washington Coast Coho",7242264,NA,"RMIS_10.29.24_https://www.rmpc.org/","2012 Coho Washington Coast Coho"
"1611",2013,"Coho","Washington Coast Coho",6247804,NA,"RMIS_10.29.24_https://www.rmpc.org/","2013 Coho Washington Coast Coho"
"1612",2014,"Coho","Washington Coast Coho",7185447,153128629.04,"RMIS_10.29.24_https://www.rmpc.org/","2014 Coho Washington Coast Coho"
