"","Year","Species","ESU","releases","biomass","source","index"
"184",2022,"Chinook","Central Valley fall-late fall-run Chinook Salmon",35800724,NA,"RMIS_10.29.24_https://www.rmpc.org/","2022 Chinook Central Valley fall-late fall-run Chinook Salmon"
"185",2023,"Chinook","Central Valley fall-late fall-run Chinook Salmon",22056097,162673575.23,"RMIS_10.29.24_https://www.rmpc.org/","2023 Chinook Central Valley fall-late fall-run Chinook Salmon"
"186",1990,"Chinook","Central Valley Spring-Run Chinook Salmon",12269653,61447465.02,"RMIS_10.29.24_https://www.rmpc.org/","1990 Chinook Central Valley Spring-Run Chinook Salmon"
"187",1991,"Chinook","Central Valley Spring-Run Chinook Salmon",17813120,NA,"RMIS_10.29.24_https://www.rmpc.org/","1991 Chinook Central Valley Spring-Run Chinook Salmon"
"188",1992,"Chinook","Central Valley Spring-Run Chinook Salmon",25965267,73099369.99,"RMIS_10.29.24_https://www.rmpc.org/","1992 Chinook Central Valley Spring-Run Chinook Salmon"
"189",1993,"Chinook","Central Valley Spring-Run Chinook Salmon",12962206,NA,"RMIS_10.29.24_https://www.rmpc.org/","1993 Chinook Central Valley Spring-Run Chinook Salmon"
"190",1994,"Chinook","Central Valley Spring-Run Chinook Salmon",18140231,NA,"RMIS_10.29.24_https://www.rmpc.org/","1994 Chinook Central Valley Spring-Run Chinook Salmon"
"191",1995,"Chinook","Central Valley Spring-Run Chinook Salmon",17663530,NA,"RMIS_10.29.24_https://www.rmpc.org/","1995 Chinook Central Valley Spring-Run Chinook Salmon"
"192",1996,"Chinook","Central Valley Spring-Run Chinook Salmon",21772203,NA,"RMIS_10.29.24_https://www.rmpc.org/","1996 Chinook Central Valley Spring-Run Chinook Salmon"
"193",1997,"Chinook","Central Valley Spring-Run Chinook Salmon",12952574,NA,"RMIS_10.29.24_https://www.rmpc.org/","1997 Chinook Central Valley Spring-Run Chinook Salmon"
"194",1998,"Chinook","Central Valley Spring-Run Chinook Salmon",23401802,NA,"RMIS_10.29.24_https://www.rmpc.org/","1998 Chinook Central Valley Spring-Run Chinook Salmon"
"195",1999,"Chinook","Central Valley Spring-Run Chinook Salmon",16221049,NA,"RMIS_10.29.24_https://www.rmpc.org/","1999 Chinook Central Valley Spring-Run Chinook Salmon"
"196",2000,"Chinook","Central Valley Spring-Run Chinook Salmon",13778785,NA,"RMIS_10.29.24_https://www.rmpc.org/","2000 Chinook Central Valley Spring-Run Chinook Salmon"
"197",2001,"Chinook","Central Valley Spring-Run Chinook Salmon",14904604,NA,"RMIS_10.29.24_https://www.rmpc.org/","2001 Chinook Central Valley Spring-Run Chinook Salmon"
"198",2002,"Chinook","Central Valley Spring-Run Chinook Salmon",13611957,NA,"RMIS_10.29.24_https://www.rmpc.org/","2002 Chinook Central Valley Spring-Run Chinook Salmon"
"199",2003,"Chinook","Central Valley Spring-Run Chinook Salmon",17488390,NA,"RMIS_10.29.24_https://www.rmpc.org/","2003 Chinook Central Valley Spring-Run Chinook Salmon"
"200",2004,"Chinook","Central Valley Spring-Run Chinook Salmon",16006564,NA,"RMIS_10.29.24_https://www.rmpc.org/","2004 Chinook Central Valley Spring-Run Chinook Salmon"
"201",2005,"Chinook","Central Valley Spring-Run Chinook Salmon",17237473,NA,"RMIS_10.29.24_https://www.rmpc.org/","2005 Chinook Central Valley Spring-Run Chinook Salmon"
"202",2006,"Chinook","Central Valley Spring-Run Chinook Salmon",15523268,NA,"RMIS_10.29.24_https://www.rmpc.org/","2006 Chinook Central Valley Spring-Run Chinook Salmon"
"203",2007,"Chinook","Central Valley Spring-Run Chinook Salmon",15803209,NA,"RMIS_10.29.24_https://www.rmpc.org/","2007 Chinook Central Valley Spring-Run Chinook Salmon"
"204",2008,"Chinook","Central Valley Spring-Run Chinook Salmon",15160963,NA,"RMIS_10.29.24_https://www.rmpc.org/","2008 Chinook Central Valley Spring-Run Chinook Salmon"
"205",2009,"Chinook","Central Valley Spring-Run Chinook Salmon",16215282,125793469.09,"RMIS_10.29.24_https://www.rmpc.org/","2009 Chinook Central Valley Spring-Run Chinook Salmon"
"206",2010,"Chinook","Central Valley Spring-Run Chinook Salmon",16088613,NA,"RMIS_10.29.24_https://www.rmpc.org/","2010 Chinook Central Valley Spring-Run Chinook Salmon"
"207",2011,"Chinook","Central Valley Spring-Run Chinook Salmon",16741234,NA,"RMIS_10.29.24_https://www.rmpc.org/","2011 Chinook Central Valley Spring-Run Chinook Salmon"
"208",2012,"Chinook","Central Valley Spring-Run Chinook Salmon",19100125,155445662.27,"RMIS_10.29.24_https://www.rmpc.org/","2012 Chinook Central Valley Spring-Run Chinook Salmon"
"209",2013,"Chinook","Central Valley Spring-Run Chinook Salmon",17132211,103634251.43,"RMIS_10.29.24_https://www.rmpc.org/","2013 Chinook Central Valley Spring-Run Chinook Salmon"
"210",2014,"Chinook","Central Valley Spring-Run Chinook Salmon",10447168,106300956.55,"RMIS_10.29.24_https://www.rmpc.org/","2014 Chinook Central Valley Spring-Run Chinook Salmon"
"211",2015,"Chinook","Central Valley Spring-Run Chinook Salmon",14312060,101006899.6,"RMIS_10.29.24_https://www.rmpc.org/","2015 Chinook Central Valley Spring-Run Chinook Salmon"
"212",2016,"Chinook","Central Valley Spring-Run Chinook Salmon",19662718,NA,"RMIS_10.29.24_https://www.rmpc.org/","2016 Chinook Central Valley Spring-Run Chinook Salmon"
"213",2017,"Chinook","Central Valley Spring-Run Chinook Salmon",17815112,NA,"RMIS_10.29.24_https://www.rmpc.org/","2017 Chinook Central Valley Spring-Run Chinook Salmon"
"214",2018,"Chinook","Central Valley Spring-Run Chinook Salmon",10349244,104006635.97,"RMIS_10.29.24_https://www.rmpc.org/","2018 Chinook Central Valley Spring-Run Chinook Salmon"
"215",2019,"Chinook","Central Valley Spring-Run Chinook Salmon",18577915,127344783,"RMIS_10.29.24_https://www.rmpc.org/","2019 Chinook Central Valley Spring-Run Chinook Salmon"
"216",2020,"Chinook","Central Valley Spring-Run Chinook Salmon",18268823,99030995.13,"RMIS_10.29.24_https://www.rmpc.org/","2020 Chinook Central Valley Spring-Run Chinook Salmon"
"217",2021,"Chinook","Central Valley Spring-Run Chinook Salmon",16663090,NA,"RMIS_10.29.24_https://www.rmpc.org/","2021 Chinook Central Valley Spring-Run Chinook Salmon"
"218",2022,"Chinook","Central Valley Spring-Run Chinook Salmon",14935584,NA,"RMIS_10.29.24_https://www.rmpc.org/","2022 Chinook Central Valley Spring-Run Chinook Salmon"
"219",2023,"Chinook","Central Valley Spring-Run Chinook Salmon",5508611,22149490.57,"RMIS_10.29.24_https://www.rmpc.org/","2023 Chinook Central Valley Spring-Run Chinook Salmon"
"220",1989,"Chinook","Chinook Salmon (Mid-Columbia River Spring-Run)",543686,16460945.56,"RMIS_10.29.24_https://www.rmpc.org/","1989 Chinook Chinook Salmon (Mid-Columbia River Spring-Run)"
"221",1990,"Chinook","Chinook Salmon (Mid-Columbia River Spring-Run)",19663705,283499081.95,"RMIS_10.29.24_https://www.rmpc.org/","1990 Chinook Chinook Salmon (Mid-Columbia River Spring-Run)"
"222",1991,"Chinook","Chinook Salmon (Mid-Columbia River Spring-Run)",20476252,295538481.01,"RMIS_10.29.24_https://www.rmpc.org/","1991 Chinook Chinook Salmon (Mid-Columbia River Spring-Run)"
"223",1992,"Chinook","Chinook Salmon (Mid-Columbia River Spring-Run)",19527660,289769665.27,"RMIS_10.29.24_https://www.rmpc.org/","1992 Chinook Chinook Salmon (Mid-Columbia River Spring-Run)"
"224",1993,"Chinook","Chinook Salmon (Mid-Columbia River Spring-Run)",18445487,253662868.76,"RMIS_10.29.24_https://www.rmpc.org/","1993 Chinook Chinook Salmon (Mid-Columbia River Spring-Run)"
"225",1994,"Chinook","Chinook Salmon (Mid-Columbia River Spring-Run)",28814043,NA,"RMIS_10.29.24_https://www.rmpc.org/","1994 Chinook Chinook Salmon (Mid-Columbia River Spring-Run)"
"226",1995,"Chinook","Chinook Salmon (Mid-Columbia River Spring-Run)",23104084,NA,"RMIS_10.29.24_https://www.rmpc.org/","1995 Chinook Chinook Salmon (Mid-Columbia River Spring-Run)"
"227",1996,"Chinook","Chinook Salmon (Mid-Columbia River Spring-Run)",27693935,NA,"RMIS_10.29.24_https://www.rmpc.org/","1996 Chinook Chinook Salmon (Mid-Columbia River Spring-Run)"
"228",1997,"Chinook","Chinook Salmon (Mid-Columbia River Spring-Run)",12190914,170409903.75,"RMIS_10.29.24_https://www.rmpc.org/","1997 Chinook Chinook Salmon (Mid-Columbia River Spring-Run)"
"229",1998,"Chinook","Chinook Salmon (Mid-Columbia River Spring-Run)",19208507,NA,"RMIS_10.29.24_https://www.rmpc.org/","1998 Chinook Chinook Salmon (Mid-Columbia River Spring-Run)"
"230",1999,"Chinook","Chinook Salmon (Mid-Columbia River Spring-Run)",9413817,167441229.2,"RMIS_10.29.24_https://www.rmpc.org/","1999 Chinook Chinook Salmon (Mid-Columbia River Spring-Run)"
"231",2000,"Chinook","Chinook Salmon (Mid-Columbia River Spring-Run)",20877137,268004196.09,"RMIS_10.29.24_https://www.rmpc.org/","2000 Chinook Chinook Salmon (Mid-Columbia River Spring-Run)"
"232",2001,"Chinook","Chinook Salmon (Mid-Columbia River Spring-Run)",16847748,NA,"RMIS_10.29.24_https://www.rmpc.org/","2001 Chinook Chinook Salmon (Mid-Columbia River Spring-Run)"
"233",2002,"Chinook","Chinook Salmon (Mid-Columbia River Spring-Run)",19067968,NA,"RMIS_10.29.24_https://www.rmpc.org/","2002 Chinook Chinook Salmon (Mid-Columbia River Spring-Run)"
"234",2003,"Chinook","Chinook Salmon (Mid-Columbia River Spring-Run)",17606072,NA,"RMIS_10.29.24_https://www.rmpc.org/","2003 Chinook Chinook Salmon (Mid-Columbia River Spring-Run)"
"235",2004,"Chinook","Chinook Salmon (Mid-Columbia River Spring-Run)",10837756,NA,"RMIS_10.29.24_https://www.rmpc.org/","2004 Chinook Chinook Salmon (Mid-Columbia River Spring-Run)"
"236",2005,"Chinook","Chinook Salmon (Mid-Columbia River Spring-Run)",10633726,NA,"RMIS_10.29.24_https://www.rmpc.org/","2005 Chinook Chinook Salmon (Mid-Columbia River Spring-Run)"
"237",2006,"Chinook","Chinook Salmon (Mid-Columbia River Spring-Run)",11750215,NA,"RMIS_10.29.24_https://www.rmpc.org/","2006 Chinook Chinook Salmon (Mid-Columbia River Spring-Run)"
"238",2007,"Chinook","Chinook Salmon (Mid-Columbia River Spring-Run)",10995970,NA,"RMIS_10.29.24_https://www.rmpc.org/","2007 Chinook Chinook Salmon (Mid-Columbia River Spring-Run)"
"239",2008,"Chinook","Chinook Salmon (Mid-Columbia River Spring-Run)",13149325,NA,"RMIS_10.29.24_https://www.rmpc.org/","2008 Chinook Chinook Salmon (Mid-Columbia River Spring-Run)"
"240",2009,"Chinook","Chinook Salmon (Mid-Columbia River Spring-Run)",21201132,NA,"RMIS_10.29.24_https://www.rmpc.org/","2009 Chinook Chinook Salmon (Mid-Columbia River Spring-Run)"
"241",2010,"Chinook","Chinook Salmon (Mid-Columbia River Spring-Run)",20720675,NA,"RMIS_10.29.24_https://www.rmpc.org/","2010 Chinook Chinook Salmon (Mid-Columbia River Spring-Run)"
"242",2011,"Chinook","Chinook Salmon (Mid-Columbia River Spring-Run)",15998003,NA,"RMIS_10.29.24_https://www.rmpc.org/","2011 Chinook Chinook Salmon (Mid-Columbia River Spring-Run)"
"243",2012,"Chinook","Chinook Salmon (Mid-Columbia River Spring-Run)",15811659,NA,"RMIS_10.29.24_https://www.rmpc.org/","2012 Chinook Chinook Salmon (Mid-Columbia River Spring-Run)"
"244",2013,"Chinook","Chinook Salmon (Mid-Columbia River Spring-Run)",16876688,NA,"RMIS_10.29.24_https://www.rmpc.org/","2013 Chinook Chinook Salmon (Mid-Columbia River Spring-Run)"
"245",2014,"Chinook","Chinook Salmon (Mid-Columbia River Spring-Run)",17675677,NA,"RMIS_10.29.24_https://www.rmpc.org/","2014 Chinook Chinook Salmon (Mid-Columbia River Spring-Run)"
"246",2015,"Chinook","Chinook Salmon (Mid-Columbia River Spring-Run)",19537609,NA,"RMIS_10.29.24_https://www.rmpc.org/","2015 Chinook Chinook Salmon (Mid-Columbia River Spring-Run)"
"247",2016,"Chinook","Chinook Salmon (Mid-Columbia River Spring-Run)",17696503,NA,"RMIS_10.29.24_https://www.rmpc.org/","2016 Chinook Chinook Salmon (Mid-Columbia River Spring-Run)"
"248",2017,"Chinook","Chinook Salmon (Mid-Columbia River Spring-Run)",18977524,NA,"RMIS_10.29.24_https://www.rmpc.org/","2017 Chinook Chinook Salmon (Mid-Columbia River Spring-Run)"
"249",2018,"Chinook","Chinook Salmon (Mid-Columbia River Spring-Run)",19926828,NA,"RMIS_10.29.24_https://www.rmpc.org/","2018 Chinook Chinook Salmon (Mid-Columbia River Spring-Run)"
"250",2019,"Chinook","Chinook Salmon (Mid-Columbia River Spring-Run)",18440627,NA,"RMIS_10.29.24_https://www.rmpc.org/","2019 Chinook Chinook Salmon (Mid-Columbia River Spring-Run)"
"251",2020,"Chinook","Chinook Salmon (Mid-Columbia River Spring-Run)",16298684,NA,"RMIS_10.29.24_https://www.rmpc.org/","2020 Chinook Chinook Salmon (Mid-Columbia River Spring-Run)"
"252",2021,"Chinook","Chinook Salmon (Mid-Columbia River Spring-Run)",20448904,NA,"RMIS_10.29.24_https://www.rmpc.org/","2021 Chinook Chinook Salmon (Mid-Columbia River Spring-Run)"
"253",2022,"Chinook","Chinook Salmon (Mid-Columbia River Spring-Run)",21645396,231572665.86,"RMIS_10.29.24_https://www.rmpc.org/","2022 Chinook Chinook Salmon (Mid-Columbia River Spring-Run)"
"254",2023,"Chinook","Chinook Salmon (Mid-Columbia River Spring-Run)",20362670,NA,"RMIS_10.29.24_https://www.rmpc.org/","2023 Chinook Chinook Salmon (Mid-Columbia River Spring-Run)"
"255",1990,"Chum","Columbia River Chum Salmon ESU",363000,363000,"RMIS_10.29.24_https://www.rmpc.org/","1990 Chum Columbia River Chum Salmon ESU"
"256",1991,"Chum","Columbia River Chum Salmon ESU",847598,934386.9,"RMIS_10.29.24_https://www.rmpc.org/","1991 Chum Columbia River Chum Salmon ESU"
"257",1992,"Chum","Columbia River Chum Salmon ESU",54000,60480,"RMIS_10.29.24_https://www.rmpc.org/","1992 Chum Columbia River Chum Salmon ESU"
"258",1993,"Chum","Columbia River Chum Salmon ESU",620000,703920,"RMIS_10.29.24_https://www.rmpc.org/","1993 Chum Columbia River Chum Salmon ESU"
"259",1994,"Chum","Columbia River Chum Salmon ESU",2e+05,216920,"RMIS_10.29.24_https://www.rmpc.org/","1994 Chum Columbia River Chum Salmon ESU"
"260",1995,"Chum","Columbia River Chum Salmon ESU",212000,74420,"RMIS_10.29.24_https://www.rmpc.org/","1995 Chum Columbia River Chum Salmon ESU"
"261",1996,"Chum","Columbia River Chum Salmon ESU",212500,114170,"RMIS_10.29.24_https://www.rmpc.org/","1996 Chum Columbia River Chum Salmon ESU"
"262",1997,"Chum","Columbia River Chum Salmon ESU",107075,74886,"RMIS_10.29.24_https://www.rmpc.org/","1997 Chum Columbia River Chum Salmon ESU"
"263",1998,"Chum","Columbia River Chum Salmon ESU",12600,5796,"RMIS_10.29.24_https://www.rmpc.org/","1998 Chum Columbia River Chum Salmon ESU"
"264",1999,"Chum","Columbia River Chum Salmon ESU",108711,164928.58,"RMIS_10.29.24_https://www.rmpc.org/","1999 Chum Columbia River Chum Salmon ESU"
"265",2000,"Chum","Columbia River Chum Salmon ESU",197481,326785.92,"RMIS_10.29.24_https://www.rmpc.org/","2000 Chum Columbia River Chum Salmon ESU"
"266",2001,"Chum","Columbia River Chum Salmon ESU",277345,398090.73,"RMIS_10.29.24_https://www.rmpc.org/","2001 Chum Columbia River Chum Salmon ESU"
"267",2002,"Chum","Columbia River Chum Salmon ESU",406633,593315.01,"RMIS_10.29.24_https://www.rmpc.org/","2002 Chum Columbia River Chum Salmon ESU"
"268",2003,"Chum","Columbia River Chum Salmon ESU",482818,718877.02,"RMIS_10.29.24_https://www.rmpc.org/","2003 Chum Columbia River Chum Salmon ESU"
"269",2004,"Chum","Columbia River Chum Salmon ESU",753367,1069865.83,"RMIS_10.29.24_https://www.rmpc.org/","2004 Chum Columbia River Chum Salmon ESU"
"270",2005,"Chum","Columbia River Chum Salmon ESU",321000,457330,"RMIS_10.29.24_https://www.rmpc.org/","2005 Chum Columbia River Chum Salmon ESU"
"271",2006,"Chum","Columbia River Chum Salmon ESU",175079,254586.19,"RMIS_10.29.24_https://www.rmpc.org/","2006 Chum Columbia River Chum Salmon ESU"
"272",2007,"Chum","Columbia River Chum Salmon ESU",195019,292630.96,"RMIS_10.29.24_https://www.rmpc.org/","2007 Chum Columbia River Chum Salmon ESU"
"273",2008,"Chum","Columbia River Chum Salmon ESU",77609,80831.41,"RMIS_10.29.24_https://www.rmpc.org/","2008 Chum Columbia River Chum Salmon ESU"
"274",2009,"Chum","Columbia River Chum Salmon ESU",102914,178041.22,"RMIS_10.29.24_https://www.rmpc.org/","2009 Chum Columbia River Chum Salmon ESU"
"275",2010,"Chum","Columbia River Chum Salmon ESU",122527,185015.77,"RMIS_10.29.24_https://www.rmpc.org/","2010 Chum Columbia River Chum Salmon ESU"
"276",2011,"Chum","Columbia River Chum Salmon ESU",303267,412883.42,"RMIS_10.29.24_https://www.rmpc.org/","2011 Chum Columbia River Chum Salmon ESU"
"277",2012,"Chum","Columbia River Chum Salmon ESU",500379,750920.56,"RMIS_10.29.24_https://www.rmpc.org/","2012 Chum Columbia River Chum Salmon ESU"
"278",2013,"Chum","Columbia River Chum Salmon ESU",414004,741189.91,"RMIS_10.29.24_https://www.rmpc.org/","2013 Chum Columbia River Chum Salmon ESU"
"279",2014,"Chum","Columbia River Chum Salmon ESU",407099,636612.71,"RMIS_10.29.24_https://www.rmpc.org/","2014 Chum Columbia River Chum Salmon ESU"
"280",2015,"Chum","Columbia River Chum Salmon ESU",612486,1264224.52,"RMIS_10.29.24_https://www.rmpc.org/","2015 Chum Columbia River Chum Salmon ESU"
"281",2016,"Chum","Columbia River Chum Salmon ESU",482258,970278.29,"RMIS_10.29.24_https://www.rmpc.org/","2016 Chum Columbia River Chum Salmon ESU"
"282",2017,"Chum","Columbia River Chum Salmon ESU",378649,604311.76,"RMIS_10.29.24_https://www.rmpc.org/","2017 Chum Columbia River Chum Salmon ESU"
"283",2018,"Chum","Columbia River Chum Salmon ESU",406109,627950.99,"RMIS_10.29.24_https://www.rmpc.org/","2018 Chum Columbia River Chum Salmon ESU"
"284",2019,"Chum","Columbia River Chum Salmon ESU",560394,561539.06,"RMIS_10.29.24_https://www.rmpc.org/","2019 Chum Columbia River Chum Salmon ESU"
"285",2020,"Chum","Columbia River Chum Salmon ESU",581179,697754.9,"RMIS_10.29.24_https://www.rmpc.org/","2020 Chum Columbia River Chum Salmon ESU"
"286",2021,"Chum","Columbia River Chum Salmon ESU",743101,845963.85,"RMIS_10.29.24_https://www.rmpc.org/","2021 Chum Columbia River Chum Salmon ESU"
"287",2022,"Chum","Columbia River Chum Salmon ESU",797788,905845.43,"RMIS_10.29.24_https://www.rmpc.org/","2022 Chum Columbia River Chum Salmon ESU"
