"","name","trend","Species","ESU","pop"
"413","Steelhead_Puget Sound Steelhead DPS_Steelhead (Puget Sound DPS) - Snoqualmie River",-0.06375404055699,"Steelhead","Puget Sound Steelhead DPS","Steelhead (Puget Sound DPS) - Snoqualmie River"
"414","Steelhead_Puget Sound Steelhead DPS_Steelhead (Puget Sound DPS) - South Hood Canal Tributaries",-0.0559380028467779,"Steelhead","Puget Sound Steelhead DPS","Steelhead (Puget Sound DPS) - South Hood Canal Tributaries"
"415","Steelhead_Puget Sound Steelhead DPS_Steelhead (Puget Sound DPS) - Stait of Juan de Fuca Independents",-0.0409613512844625,"Steelhead","Puget Sound Steelhead DPS","Steelhead (Puget Sound DPS) - Stait of Juan de Fuca Independents"
"416","Steelhead_Puget Sound Steelhead DPS_Steelhead (Puget Sound DPS) - Stillaguamish River",-0.0438365889286138,"Steelhead","Puget Sound Steelhead DPS","Steelhead (Puget Sound DPS) - Stillaguamish River"
"417","Steelhead_Puget Sound Steelhead DPS_Steelhead (Puget Sound DPS) - Tolt River Summer-run",-0.0670061322694353,"Steelhead","Puget Sound Steelhead DPS","Steelhead (Puget Sound DPS) - Tolt River Summer-run"
"418","Steelhead_Puget Sound Steelhead DPS_Steelhead (Puget Sound DPS) - Westside Hood Canal Tributaries",0.00915224687037232,"Steelhead","Puget Sound Steelhead DPS","Steelhead (Puget Sound DPS) - Westside Hood Canal Tributaries"
"419","Steelhead_Puget Sound Steelhead DPS_Steelhead (Puget Sound DPS) - White River",0.0246709190915627,"Steelhead","Puget Sound Steelhead DPS","Steelhead (Puget Sound DPS) - White River"
"420","Steelhead_Snake River Basin Steelhead DPS_Steelhead (Snake River Basin DPS) - Asotin Creek",-0.0356221554652653,"Steelhead","Snake River Basin Steelhead DPS","Steelhead (Snake River Basin DPS) - Asotin Creek"
"421","Steelhead_Snake River Basin Steelhead DPS_Steelhead (Snake River Basin DPS) - Clearwater River Lower Mainstem",0.0104784266873938,"Steelhead","Snake River Basin Steelhead DPS","Steelhead (Snake River Basin DPS) - Clearwater River Lower Mainstem"
"422","Steelhead_Snake River Basin Steelhead DPS_Steelhead (Snake River Basin DPS) - Grande Ronde River Upper Mainstem",-0.0199191660133789,"Steelhead","Snake River Basin Steelhead DPS","Steelhead (Snake River Basin DPS) - Grande Ronde River Upper Mainstem"
"423","Steelhead_Snake River Basin Steelhead DPS_Steelhead (Snake River Basin DPS) - Joseph Creek",-0.0191930419157692,"Steelhead","Snake River Basin Steelhead DPS","Steelhead (Snake River Basin DPS) - Joseph Creek"
"424","Steelhead_Snake River Basin Steelhead DPS_Steelhead (Snake River Basin DPS) - Little Salmon and Rapid River",-0.0286462732048189,"Steelhead","Snake River Basin Steelhead DPS","Steelhead (Snake River Basin DPS) - Little Salmon and Rapid River"
"425","Steelhead_Southwest Washington Steelhead_Bear River Winter Steelhead-",-0.0245110437897338,"Steelhead","Southwest Washington Steelhead","Bear River Winter Steelhead-"
"426","Steelhead_Southwest Washington Steelhead_Chehalis Winter Steelhead-",-0.00144450361234214,"Steelhead","Southwest Washington Steelhead","Chehalis Winter Steelhead-"
"427","Steelhead_Southwest Washington Steelhead_Elochoman/Skamokawa Winter Steelhead-Elochoman River Winter Steelhead",0.0586668320058947,"Steelhead","Southwest Washington Steelhead","Elochoman/Skamokawa Winter Steelhead-Elochoman River Winter Steelhead"
"428","Steelhead_Southwest Washington Steelhead_Elochoman/Skamokawa Winter Steelhead-Skamokawa Creek Winter Steelhead",-5.29376412849142e-05,"Steelhead","Southwest Washington Steelhead","Elochoman/Skamokawa Winter Steelhead-Skamokawa Creek Winter Steelhead"
"429","Steelhead_Southwest Washington Steelhead_Grays/Chinook Winter Steelhead-Grays River Winter Steelhead",0.00703333194768357,"Steelhead","Southwest Washington Steelhead","Grays/Chinook Winter Steelhead-Grays River Winter Steelhead"
"430","Steelhead_Southwest Washington Steelhead_Hoquiam Winter Steelhead-",-0.0159619992907326,"Steelhead","Southwest Washington Steelhead","Hoquiam Winter Steelhead-"
"431","Steelhead_Southwest Washington Steelhead_Humptulips Winter Steelhead-",-0.00114698292109862,"Steelhead","Southwest Washington Steelhead","Humptulips Winter Steelhead-"
"432","Steelhead_Southwest Washington Steelhead_Mill/Abernathy/Germany Creeks Winter Steelhead-",0.0267500402198185,"Steelhead","Southwest Washington Steelhead","Mill/Abernathy/Germany Creeks Winter Steelhead-"
"433","Steelhead_Southwest Washington Steelhead_Naselle Winter Steelhead-",-0.0282167476796704,"Steelhead","Southwest Washington Steelhead","Naselle Winter Steelhead-"
"434","Steelhead_Southwest Washington Steelhead_Nemah Winter Steelhead-",-0.00684758645824934,"Steelhead","Southwest Washington Steelhead","Nemah Winter Steelhead-"
"435","Steelhead_Southwest Washington Steelhead_North River/Smith Creek Winter Steelhead-",-0.00893381230192274,"Steelhead","Southwest Washington Steelhead","North River/Smith Creek Winter Steelhead-"
"436","Steelhead_Southwest Washington Steelhead_Palix Winter Steelhead-",0.0273249129423216,"Steelhead","Southwest Washington Steelhead","Palix Winter Steelhead-"
"437","Steelhead_Southwest Washington Steelhead_Satsop Winter Steelhead-",-0.0156439729068562,"Steelhead","Southwest Washington Steelhead","Satsop Winter Steelhead-"
"438","Steelhead_Southwest Washington Steelhead_Skookumchuck/Newaukum Winter Steelhead-",-0.018356876752992,"Steelhead","Southwest Washington Steelhead","Skookumchuck/Newaukum Winter Steelhead-"
"439","Steelhead_Southwest Washington Steelhead_Willapa Winter Steelhead-",-0.00914882141051539,"Steelhead","Southwest Washington Steelhead","Willapa Winter Steelhead-"
"440","Steelhead_Southwest Washington Steelhead_Wishkah Winter Steelhead-",-0.0201350169573627,"Steelhead","Southwest Washington Steelhead","Wishkah Winter Steelhead-"
"441","Steelhead_Southwest Washington Steelhead_Wynoochee Winter Steelhead-",-0.0223803485539296,"Steelhead","Southwest Washington Steelhead","Wynoochee Winter Steelhead-"
"442","Steelhead_Steelhead (Klamath Mountains Province)_Upper Rogue River",-0.00904294951563785,"Steelhead","Steelhead (Klamath Mountains Province)","Upper Rogue River"
"443","Steelhead_Steelhead (Oregon Coast)_Mid Coast Stratum",0.0454953183637282,"Steelhead","Steelhead (Oregon Coast)","Mid Coast Stratum"
"444","Steelhead_Steelhead (Oregon Coast)_Mid-South Coast Stratum",0.00995812504895379,"Steelhead","Steelhead (Oregon Coast)","Mid-South Coast Stratum"
"445","Steelhead_Steelhead (Oregon Coast)_North Coast Stratum",-0.00154241779851389,"Steelhead","Steelhead (Oregon Coast)","North Coast Stratum"
"446","Steelhead_Steelhead (Oregon Coast)_North Umpqua",-0.0305781278422251,"Steelhead","Steelhead (Oregon Coast)","North Umpqua"
"447","Steelhead_Steelhead (Oregon Coast)_Siletz Population",0.0473678451697744,"Steelhead","Steelhead (Oregon Coast)","Siletz Population"
"448","Steelhead_Steelhead (Oregon Coast)_Umpqua Stratum",0.0240629633039454,"Steelhead","Steelhead (Oregon Coast)","Umpqua Stratum"
"449","Steelhead_Steelhead (South-central California Coast DPS)_Carmel River",-0.172172143191381,"Steelhead","Steelhead (South-central California Coast DPS)","Carmel River"
"450","Steelhead_Steelhead Salmon (Upper Willamette River)_Steelhead (Upper Willamette River DPS)",-0.0221313551151631,"Steelhead","Steelhead Salmon (Upper Willamette River)","Steelhead (Upper Willamette River DPS)"
"451","Steelhead_Upper Columbia River Steelhead DPS_Steelhead (Upper Columbia River DPS) - Entiat River",0.00523542595738882,"Steelhead","Upper Columbia River Steelhead DPS","Steelhead (Upper Columbia River DPS) - Entiat River"
"452","Steelhead_Upper Columbia River Steelhead DPS_Steelhead (Upper Columbia River DPS) - Methow River",0.0173376207656281,"Steelhead","Upper Columbia River Steelhead DPS","Steelhead (Upper Columbia River DPS) - Methow River"
"453","Steelhead_Upper Columbia River Steelhead DPS_Steelhead (Upper Columbia River DPS) - Okanogan River",0.00693325576536437,"Steelhead","Upper Columbia River Steelhead DPS","Steelhead (Upper Columbia River DPS) - Okanogan River"
"454","Steelhead_Upper Columbia River Steelhead DPS_Steelhead (Upper Columbia River DPS) - Wenatchee River",-0.0077445783293301,"Steelhead","Upper Columbia River Steelhead DPS","Steelhead (Upper Columbia River DPS) - Wenatchee River"
